-2.046201 	 1.579597 
-1.946713 	 1.494868 
-2.072397 	 1.549734 
-2.224335 	 1.3605 
-2.156426 	 1.282780 
-1.675134 	 1.638808 
-1.735077 	 1.678700 
-1.726263 	 1.609385 
-1.994785 	 1.490065 
-1.853914 	 1.54469 
-1.417967 	 1.748470 
-1.697569 	 1.623227 
-1.408737 	 1.821713 
-2.011177 	 1.607589 
-1.463139 	 1.771943 
-1.826182 	 1.569447 
-1.918335 	 1.4913 
-2.135139 	 1.358183 
-2.163947 	 1.335301 
-1.751139 	 1.679381 
-2.352962 	 1.277492 
-1.826541 	 1.613651 
-1.666206 	 1.709627 
-1.685440 	 1.575562 
-2.203579 	 1.309603 
-1.954809 	 1.502162 
-1.514297 	 1.909346 
-2.264455 	 1.323415 
-1.410560 	 1.801941 
-1.624895 	 1.635024 
-1.806847 	 1.632806 
-1.777565 	 1.650404 
-1.725445 	 1.6477 
-2.068450 	 1.492695 
-2.80289 	 0.6747121 
-1.903837 	 1.474713 
-0.5918038 	 2.120754 
-0.2032967 	 2.005578 
-2.169244 	 1.458865 
-0.06767943 	 2.084756 
-1.584818 	 2.003559 
-0.5975167 	 2.026124 
-0.1771866 	 2.015572 
-0.3213732 	 1.938763 
-0.2205646 	 1.957555 
-2.300828 	 1.343898 
-0.8749091 	 1.859193 
-0.1626172 	 2.046619 
-0.654445 	 2.065221 
-0.667177 	 1.935804 
-0.5670861 	 2.010264 
-0.559378 	 1.959946 
-0.2196316 	 2.040022 
-0.2044306 	 2.110747 
-0.5370861 	 1.996159 
-0.248555 	 2.076091 
-0.3907321 	 1.957073 
-0.2319187 	 1.908907 
-2.305895 	 1.312723 
-0.7806603 	 1.934225 
-0.4670957 	 1.835570 
-0.5861053 	 2.034732 
-2.160775 	 1.607594 
-0.5650048 	 2.037332 
-0.4171722 	 1.856001 
-0.4994928 	 2.016299 
-0.3924689 	 2.014567 
-1.948938 	 1.669952 
-0.1630048 	 1.988109 
-0.6693445 	 2.047090 
-0.2942584 	 1.932776 
-0.3521483 	 2.011999 
-0.4293732 	 1.972318 
-0.6286364 	 1.890380 
-2.226818 	 1.431559 
-0.3692297 	 2.053406 
-1.268555 	 1.909023 
-1.492091 	 1.620909 
-1.179158 	 1.750404 
-1.032043 	 1.820844 
-1.176445 	 1.834568 
-0.2965263 	 2.035813 
-0.3127895 	 2.027384 
-0.09645933 	 2.219499 
0.1357608 	 2.153072 
-0.1432392 	 2.126391 
0.04570335 	 2.261973 
0.2088660 	 2.141925 
0.02008134 	 2.016379 
0.2414928 	 2.074105 
-0.3262249 	 2.078077 
-0.1731531 	 2.165254 
-0.1312823 	 2.188288 
0.2440622 	 2.276287 
0.001090909 	 2.110497 
-0.3741818 	 2.188124 
-0.627043 	 2.160993 
-0.2941722 	 2.171466 
-1.301971 	 1.933362 
-0.6636459 	 2.160977 
-0.6377081 	 2.174873 
-0.1326029 	 2.138294 
