-1.197474 	 1.995385 
0.1898038 	 1.991971 
0.2001100 	 2.330629 
-0.3797512 	 2.160335 
-0.03350239 	 2.251102 
-0.7391914 	 1.954800 
-1.333263 	 1.697149 
-0.4244641 	 2.052755 
-1.030120 	 1.798533 
-0.61711 	 1.92348 
-1.230474 	 1.797268 
-0.9266411 	 1.811461 
-0.8737464 	 1.781580 
-0.7056029 	 1.951282 
-0.5633971 	 1.974431 
-1.302029 	 1.711071 
-0.8805502 	 1.866115 
-1.225766 	 1.799804 
-1.885737 	 1.634588 
-1.93144 	 1.595963 
-1.639837 	 1.773025 
-0.6182727 	 1.778077 
-1.384593 	 1.777355 
-0.8193301 	 1.861170 
-1.500818 	 1.610016 
-1.243794 	 1.891468 
-1.559756 	 1.587665 
-1.056187 	 1.692056 
-1.080617 	 1.609819 
-1.252766 	 1.652008 
-2.459368 	 1.177963 
-0.9943493 	 1.859529 
-0.87 	 1.875787 
-1.020933 	 2.006429 
-0.3628421 	 2.020204 
-0.8354785 	 1.914767 
-0.3224211 	 2.237518 
-0.07342105 	 2.228963 
-0.9632584 	 1.905332 
-0.3203541 	 2.177794 
-0.6296986 	 2.101083 
-1.153148 	 1.877155 
-0.4582823 	 2.06972 
-0.2380478 	 1.944627 
-0.7464833 	 1.902508 
-0.473555 	 2.048535 
-0.7293589 	 2.037302 
-0.706622 	 2.043167 
-1.343225 	 1.792175 
-0.7041962 	 1.907332 
-1.110388 	 1.886877 
-1.304727 	 1.819709 
-1.074158 	 1.955532 
-1.015033 	 1.774340 
-0.898134 	 1.846347 
-0.940421 	 1.900040 
-1.017804 	 1.862809 
-0.9144402 	 1.964865 
-0.05745933 	 2.033390 
-0.5473493 	 1.932572 
-0.3105933 	 2.149534 
-0.9043062 	 2.119342 
-0.5156268 	 1.985428 
-0.2174641 	 1.961164 
-0.01660766 	 2.141305 
-0.847335 	 1.911392 
-0.73411 	 1.947098 
-0.4763254 	 2.080952 
-0.5306986 	 1.995278 
-0.3110813 	 2.109528 
-0.595378 	 2.020057 
-0.5773493 	 2.054301 
-1.100455 	 1.983015 
-0.5183541 	 1.93528 
-0.4763254 	 1.944392 
-1.126837 	 1.919565 
-0.6217177 	 2.075447 
-0.977067 	 2.008482 
-0.893598 	 2.128402 
-1.205211 	 1.955809 
-0.9868708 	 2.009411 
-0.9684976 	 1.942155 
-0.978689 	 1.924195 
-0.4776316 	 1.976479 
-0.5068134 	 1.98985 
-0.5396986 	 2.018165 
-0.3015502 	 2.118464 
-0.8264498 	 1.951662 
-0.6927129 	 2.086541 
-0.6875024 	 1.968862 
-0.4130383 	 1.999909 
-1.190785 	 1.927614 
-0.02374163 	 2.377487 
-1.154211 	 1.894467 
-0.9636316 	 2.084117 
-0.7286842 	 2.083626 
-0.8723254 	 1.961265 
-0.5170335 	 2.050062 
-0.8923923 	 2.135807 
-0.7404402 	 1.980457 
-0.9202105 	 1.919061 
-1.184024 	 1.919305 
-0.5618469 	 1.938525 
-0.6234976 	 1.870408 
-1.437215 	 1.866129 
-0.7831148 	 1.929968 
-0.6132488 	 1.949263 
-1.088024 	 1.860675 
-2.293263 	 1.636588 
2.098005 	 1.824736 
1.397598 	 2.159605 
1.072608 	 2.342494 
2.023407 	 1.854200 
1.327722 	 2.177792 
1.066952 	 2.262552 
3.063617 	 0.492233 
2.175502 	 1.688211 
1.293833 	 2.222607 
0.9605885 	 2.40197 
1.177636 	 2.317405 
2.01356 	 1.772582 
1.864163 	 1.879041 
2.083364 	 1.828687 
-0.3165789 	 2.515387 
-1.837278 	 1.984675 
1.214770 	 2.307580 
0.778335 	 2.341218 
1.050703 	 2.234325 
-0.3210144 	 2.115742 
-0.09457895 	 2.111239 
-0.04313397 	 2.14845 
-0.3098182 	 2.19823 
0.744732 	 2.089432 
-0.2265502 	 2.269492 
-0.4113732 	 2.199034 
-0.1146029 	 2.089588 
0.1357321 	 2.233986 
0.392555 	 2.143125 
-1.880010 	 2.001862 
-0.1216794 	 2.103895 
0.3883493 	 2.130313 
-0.03970335 	 2.189905 
-1.028167 	 2.189252 
-1.082368 	 2.106072 
-0.9746124 	 1.926905 
-1.232010 	 1.935232 
-0.8505215 	 2.232883 
0.1784928 	 2.023114 
-0.2687943 	 2.163578 
-0.1628612 	 2.325763 
-0.481378 	 2.202502 
-0.619134 	 2.228523 
0.02575120 	 2.185997 
0.2445502 	 2.258199 
0.3884354 	 2.133929 
-0.3587656 	 2.050023 
-0.5979904 	 2.099617 
0.02758852 	 2.272783 
0.2898804 	 2.255805 
0.7287129 	 1.964933 
-1.248316 	 2.082863 
0.03485167 	 2.23832 
-0.05361244 	 2.119413 
0.3384833 	 2.366511 
0.07273206 	 2.076609 
0.02530622 	 2.037413 
-0.4591579 	 2.114623 
-0.6857943 	 2.220012 
0.4631053 	 2.271457 
-0.2610287 	 2.039959 
-0.9821483 	 2.152366 
-1.137330 	 1.896439 
-1.304914 	 1.83931 
-1.254818 	 1.802244 
-0.9348804 	 1.917256 
-1.054809 	 1.848896 
-0.8634689 	 1.925127 
-0.877579 	 1.993524 
-0.1901340 	 1.935017 
-0.2885311 	 2.069578 
-1.367211 	 2.002488 
-0.5749809 	 2.008043 
-1.442268 	 1.778152 
-0.6781866 	 1.788955 
-0.2914019 	 2.007897 
-0.6884067 	 1.944761 
-1.408206 	 1.856829 
-1.023775 	 2.001384 
-0.80611 	 1.910458 
-0.3906316 	 1.928205 
-0.9019952 	 1.905467 
-1.005703 	 1.824111 
-1.161301 	 1.881238 
-0.9721292 	 1.881081 
-0.1381866 	 2.095930 
-0.342 	 1.937371 
-0.4280957 	 1.923349 
-0.2661531 	 2.035053 
-0.7939809 	 1.975090 
-0.3391148 	 2.155522 
-0.1076842 	 2.017769 
-0.4277512 	 2.112805 
-0.224067 	 2.042306 
-0.5185694 	 1.956753 
-1.081636 	 1.923950 
-0.2959665 	 2.023532 
-0.9827081 	 1.928776 
-1.886526 	 1.674346 
-1.507349 	 1.858114 
-2.55 	 1.264231 
-2.372885 	 1.324522 
-2.61722 	 1.098354 
-2.270813 	 1.451706 
-0.8474354 	 1.997563 
-0.7360478 	 1.886802 
-0.817177 	 2.113693 
-1.907871 	 1.668092 
-0.9880048 	 1.896981 
-1.136699 	 1.86177 
-1.013053 	 1.969578 
-0.8827464 	 2.001879 
-1.028383 	 1.922868 
-0.915646 	 1.945203 
-1.416201 	 1.822243 
-1.151699 	 1.813283 
-0.8455837 	 1.974968 
